10/27/2025,VSEC,VSE Corporation Announces Public Offering of Common Stock
10/27/2025,ANVS,Annovis Announces $3.4 Million Registered Direct Offering of Common Stock Priced At-the-Market under the NYSE Rules
10/26/2025,VANI,"Vivani Medical, Inc. Announces Pricing of Common Stock Offering"
10/26/2025,POET,POET Technologies Announces Pricing of US$150 Million Oversubscribed Registered Direct Offering of Common Shares
10/24/2025,VIVK,Vivakor Announces Pricing of $3.5 Million Registered Direct Offering of Common Stock and Pre-Funded Warrants
10/24/2025,RBNE,Robin Energy Ltd. Announces Pricing of $7.0 Million Registered Direct Offering
10/23/2025,COYA,Coya Therapeutics Announces Proposed Public Offering of Common Stock
10/23/2025,XFOR,X4 Pharmaceuticals Announces Proposed Underwritten Public Offering
10/23/2025,GNPX,Genprex Announces Registered Direct Offering of up to $8.1 Million Priced At-The-Market Under Nasdaq Rules
10/23/2025,TE,T1 Energy Inc. Announces Pricing of $72 Million Registered Direct Offering With Existing and New Leading U.S. Institutional Investors
10/22/2025,TBN,Tamboran Resources Corporation Pricing of Public Offering of Common Stock
10/22/2025,TBN,Tamboran Resources Corporation Public Offering of Common Stock
10/22/2025,NRIX,Nurix Therapeutics Announces $250.0 Million Registered Offering of Common Stock
10/21/2025,OWLT,"Owlet, Inc. Announces Proposed Public Offering of Class A Common Stock"
10/21/2025,IE,Ivanhoe Electric Announces Public Offering of Common Stock
10/21/2025,RAPT,RAPT Therapeutics Announces Proposed Public Offering of Common Stock
10/21/2025,VRDN,Viridian Therapeutics Announces Proposed Underwritten Public Offering
10/21/2025,GSIT,GSI Technology Announces Pricing of $50 Million Registered Direct Offering of Common Stock and Pre-Funded Warrants
10/21/2025,CTXR,Citius Pharmaceuticals Announces a Registered Direct Offering of $6.0 Million Priced At-The-Market Under Nasdaq Rules
10/21/2025,XRTX,XORTX Announces Pricing of US$1.1 Million Registered Direct Offering
10/20/2025,IRON,Disc Medicine Announces Proposed Public Offering of Common Stock and Pre-Funded Warrants
10/16/2025,LXEO,Lexeo Therapeutics Announces Proposed Offering of Common Stock and Pre-Funded Warrants
10/16/2025,SLI,Standard Lithium Announces Proposed Public Offering of Common Shares
10/16/2025,ATAI,atai Life Sciences Announces Proposed Public Offering of Common Shares
10/16/2025,PRAX,"Praxis Precision Medicines, Inc. Announces Proposed Public Offering"
10/16/2025,VIVK,Vivakor Announces Approximately $5.0 Million Registered Direct Offering Priced At-the-Market Under Nasdaq Rules
10/16/2025,AAUC,ALLIED GOLD ANNOUNCES SIZE AND PRICING OF OVERNIGHT MARKETED EQUITY OFFERING
10/16/2025,WTO,UTime Limited Announces Pricing of $25 Million Registered Direct Offering
10/16/2025,VERI,Veritone Announces Equity Offering of $75 Million
10/16/2025,SBET,SharpLink Announces Pricing of $76.5 Million Registered Direct Offering Priced at 12% Premium to Market Price
10/15/2025,DFLI,Dragonfly Energy Announces Proposed Public Offering of Common Stock and Pre-Funded Warrants
10/15/2025,SATL,Satellogic Announces Proposed Public Offering of Class A Common Stock
10/15/2025,HYPR,Hyperfine Announces Proposed Public Offering
10/15/2025,SDOT,Sadot Group Inc. Announces Pricing of Public Offering
10/15/2025,YDKG,Yueda Digital Holding Announces Pricing of $28 Million Registered Direct Offering
10/15/2025,AKTX,Akari Therapeutics Announces $2.5 Million Registered Direct Offering
10/14/2025,EYPT,EyePoint Announces Proposed Public Offering of Common Stock
10/14/2025,ASPI,ASP Isotopes Inc. Announces Proposed Public Offering of Common Stock
10/13/2025,SYRE,Spyre Therapeutics Announces Proposed Public Offering of its Common Stock and Pre-Funded Warrants
10/13/2025,NB,NioCorp Announces Pricing of $150.2 Million Registered Direct Offering of Common Shares Priced At-the-Market
10/10/2025,APM,Aptorum Group Limited Announces Up To $6 Million Registered Direct Offering
10/10/2025,XBIO,"Xenetic Biosciences, Inc. Announces Pricing of $4.5 Million Underwritten Offering of Common Stock"
10/10/2025,TIRX,TIAN RUIXIANG Holdings Announces Pricing of $3 Million Registered Direct Offering of Ordinary Shares
10/10/2025,IONQ,IonQ Announces Pricing of $2.0 Billion Equity Offering
10/10/2025,ANVS,Annovis Announces $6 Million Registered Direct Offering of Common Stock
10/10/2025,UAMY,United States Antimony Corporation Announces $25 Million Registered Direct Offering of Common Stock Priced Above Market Under NYSE Rules
10/10/2025,SERV,Serve Robotics Announces $100 Million Registered Direct Offering of Common Stock
10/9/2025,VNRX,VolitionRx Limited Announces Proposed Underwritten Public Offering of Common Stock and Common Stock Warrants
10/9/2025,HYMC,HYCROFT ANNOUNCES PUBLIC OFFERING OF COMMON STOCK
10/8/2025,APGE,"Apogee Therapeutics, Inc. Announces Proposed Underwritten Public Offering"
10/8/2025,ZNB,Zeta Network Group (NASDAQ: ZNB) Announces $15 Million Registered Direct Offering
10/8/2025,CISS,C3is Inc. Announces Pricing of $2 Million Registered Direct Offering
10/8/2025,COCH,Envoy Medical Announces up to $16 Million Registered Direct Offering Priced At-the-Market Under Nasdaq Rules
10/8/2025,RBOT,Vicarious Surgical Announces Pricing of $5.9 Million Registered Direct Offering
10/7/2025,JOBY,Joby Aviation Launches Underwritten Offering of Common Stock
10/7/2025,ESPR,Esperion Announces Proposed Public Offering of Common Stock
10/7/2025,EPWK,EPWK Holdings Ltd. Announces Pricing of $8 Million Public Offering
10/7/2025,HUMA,Humacyte Announces Pricing of $60.0 Million Oversubscribed Registered Direct Offering
10/7/2025,ACET,"Adicet Bio, Inc. Announces $80 Million Registered Direct Offering"
10/6/2025,CPSH,CPS Technologies Corp. Announces Proposed Public Offering of Common Stock
10/6/2025,SEI,"Solaris Energy Infrastructure, Inc. Announces Proposed Offering of Borrowed Class A Common Stock to Facilitate Hedging Transactions"
10/6/2025,BMEA,Biomea Fusion Announces Proposed Public Offering of Securities
10/6/2025,BRTX,BioRestorative Therapies Announces $1.085 Million Registered Direct Offering Priced Above Market
10/6/2025,NLST,Netlist Announces $10.0 Million Registered Direct Offering
10/6/2025,PXLW,Pixelworks Announces $7 Million Registered Direct Offering
10/6/2025,DFLI,Dragonfly Energy Announces Pricing of $25.0 Million Underwritten Offering of Common Stock
10/3/2025,UEC,URANIUM ENERGY CORP ANNOUNCES LAUNCH OF PUBLIC OFFERING
10/1/2025,CJET,"Chijet Motor Company, Inc. Announces $15 Million Registered Direct Offering"
10/1/2025,PALI,Palisade Bio Announces Pricing of Upsized $120 Million Underwritten Public Offering of Common Stock
10/1/2025,CHR,Cheer Holding Announces Pricing of $8.5 Million Public Offering
9/30/2025,ACOG,Alpha Cognition Inc. Announces Proposed Public Offering of Common Shares
9/30/2025,ENTA,Enanta Pharmaceuticals Announces Proposed Public Offering of Common Stock
9/30/2025,AIR,"AAR announces public offering of 3,000,000 shares of common stock"
9/30/2025,OSS,OSS Announces Pricing of $12.5 Million Registered Direct Offering of Common Stock
9/30/2025,SILO,Silo Pharma Announces $2.5 Million Registered Direct Offering Priced At-The-Market Under Nasdaq Rules
9/30/2025,OCUL,Ocular Therapeutix™ Announces Pricing of Underwritten Offering of Common Stock
9/29/2025,ARTL,Artelo Biosciences Announces Proposed Underwritten Public Offering
9/29/2025,BIAF,bioAffinity Technologies Announces Pricing of $4.8 Million Public Offering
9/29/2025,DSY,Big Tree Cloud Holdings Limited Announces Pricing of $5.0 Million Registered Direct Offering
9/29/2025,MDWD,MediWound Announces $30 Million Registered Direct Offering of Ordinary Shares
9/26/2025,LEXX,Lexaria Bioscience Corp. Announces $4.0 Million Registered Direct Offering Priced At-the-Market Under Nasdaq Rules
9/26/2025,CPOP,"POP CULTURE GROUP CO., LTD. ANNOUNCES PRICING OF REGISTERED DIRECT OFFERING"
9/26/2025,GUTS,Fractyl Health Announces Pricing of $60 Million Underwritten Offering of Common Stock
9/26/2025,SNGX,Soligenix Announces Pricing of $7.5 Million Public Offering
9/25/2025,NB,NioCorp Announces Commencement of Proposed Public Offering of Common Shares
9/25/2025,HFFG,HF Foods Group Inc. Announces $100 Million At-The-Market (ATM) Equity Offering Program
9/25/2025,WOK,WORK Medical Technology Group LTD Announces Pricing of $2.9 Million Registered Direct Offering
9/25/2025,DEFI,DeFi Technologies Announces the Pricing of an Oversubscribed US$100 Million Registered Direct Offering
9/25/2025,CTGO,CONTANGO ORE ANNOUNCES $50 MILLION UNDERWRITTEN PUBLIC OFFERING OF COMMON STOCK AND PRE-FUNDED WARRANTS
9/24/2025,OCG,Outcrop Silver Announces $20 Million Public Offering
9/24/2025,MIR,Mirion Technologies Announces Proposed Public Offering of Class A Common Stock
9/24/2025,PEPG,PepGen Announces Proposed Public Offering
9/24/2025,QURE,uniQure Announces $200 Million Proposed Public Offering
9/24/2025,RIG,Transocean Ltd. Announces Public Offering of Shares
9/23/2025,MNPR,Monopar Therapeutics Inc. Announces Pricing of $135 Million Underwritten Offering of Common Stock and Pre-Funded Warrants
9/23/2025,VOXR,"Vox Royalty Announces Agreement to Acquire Transformational Global Gold Portfolio, Overnight Marketed Offering of Common Shares and Expanded Revolving Credit Facility"
9/23/2025,BOXL,Boxlight Announces Pricing of $4 Million Registered Direct Offering of Common Stock Priced At-The-Market Under Nasdaq Rules
9/23/2025,KC,Kingsoft Cloud Announces Proposed Offering of New Shares
9/22/2025,MBX,MBX Biosciences Announces Proposed Public Offering
9/22/2025,EPRX,Eupraxia Pharmaceuticals Announces Proposed Public Offering of Common Shares
9/22/2025,COCH,Envoy Medical Announces $2.5 Million Registered Direct Offering Priced At-the-Market Under Nasdaq Rules
9/22/2025,BMNR,BitMine Immersion (BMNR) Announces Pricing of $365.24MM Registered Direct Offering At $70 per share
9/18/2025,FTHM,Fathom Holdings Announces Proposed Offering of Common Stock
9/18/2025,JSPR,"Jasper Therapeutics Announces Proposed Public Offering of Common Stock, Pre-Funded Warrants and Common Warrants"
9/18/2025,RVPH,"Reviva Pharmaceuticals Holdings, Inc. Announces Proposed Public Offering"
9/18/2025,BCDA,BioCardia Announces Pricing of Up To $12 Million Public Offering
9/17/2025,RCAT,Red Cat Holdings Announces Proposed Public Offering of Common Stock
9/17/2025,ALMU,Aeluma Announces Proposed Public Offering of Common Stock
9/17/2025,CODX,"Co-Diagnostics, Inc. Announces Pricing of $3.8 Million Registered Direct Offering of Common Stock Priced At-The-Market Under Nasdaq Rules"
9/17/2025,NB,NioCorp Announces Pricing of $50.0 Million Registered Direct Offering of Common Shares
9/17/2025,FORD,Forward Industries Announces $4 Billion At-The-Market Equity Offering Program
9/16/2025,AZ,A2Z Cust2Mate Solutions Corp. Announces Proposed Public Offering
9/16/2025,NAOV,NanoVibronix Announces Pricing of $2.0 Million Registered Direct Offering Priced At-The-Market Under Nasdaq Rules
9/16/2025,BNGO,"Bionano Genomics, Inc. Announces Pricing of $10 Million Public Oﬀering"
9/16/2025,AVPT,AvePoint Announces Pricing of Public Offering
9/12/2025,SIDU,Sidus Space Announces Proposed Public Offering
9/12/2025,MWG,Multi Ways Holdings Announces Pricing of $1.485 Million Registered Direct Offering
9/12/2025,COCP,"Cocrystal Pharma, Inc. Announces Up To $13 Million Registered Direct Offering Priced At-The-Market Under Nasdaq Rules"
9/11/2025,XTIA,XTI Aerospace Announces Proposed Public Offering
9/11/2025,SLXN,Silexion Therapeutics Announces Pricing of $6.0 Million Public Offering
9/10/2025,RBNE,Robin Energy Announces Proposed Public Offering of Common Stock
9/10/2025,VERI,Veritone Announces Proposed Public Offering of Common Stock
9/10/2025,RNA,Avidity Biosciences Announces Proposed Public Offering of Common Stock
9/10/2025,WATT,Energous Announces Registered Direct Offering and Concurrent Warrant Exercise for $5 Million in Gross Proceeds Priced At-the-Market Under Nasdaq Rules
9/10/2025,NBIS,Nebius Group Announces Proposed Public Offering of Class A Ordinary Shares
9/10/2025,INHD,Inno Holdings Inc. Announces $7.2 Million Registered Direct Offering
9/10/2025,RYDE,Ryde Announces Pricing of US$1.6 million Registered Direct Offering Priced at-the-Market Under NYSE American Rules
9/10/2025,NIO,NIO Inc. Announces Proposed Equity Offering
9/9/2025,ACTU,Actuate Therapeutics Announces Proposed Public Offering of Common Stock
9/9/2025,LUCD,Lucid Diagnostics Announces Proposed Public Offering of Common Stock
9/9/2025,AMLX,Amylyx Pharmaceuticals Announces Proposed Public Offering of Common Stock
9/8/2025,AIRO,AIRO Announces Launch of Public Offering of Common Stock
9/8/2025,RAPP,Rapport Announces Proposed Public Offering of Common Stock
9/8/2025,DNTH,"Dianthus Therapeutics, Inc. Announces Proposed $150 Million Underwritten Public Offering"
9/8/2025,NCLH,Norwegian Cruise Line Holdings Ltd. Announces Registered Direct Offering of Ordinary Shares
9/5/2025,YAAS,Youxin Technology Ltd Announces Pricing of $6.0 Million Underwritten Public Offering
9/4/2025,AEMD,Aethlon Medical Announces Pricing of $4.5 Million Public Offering
9/4/2025,PPBT,Purple Biotech Announces Pricing of Up To $18 Million Public Offering
9/3/2025,AGNC,AGNC Investment Corp. Announces Pricing of Public Offering of Depositary Shares
9/3/2025,CUBI,"Customers Bancorp, Inc. Announces Launch of Voting Common Stock Offering"
9/3/2025,ARTL,Artelo Biosciences Announces Proposed Underwritten Public Offering
9/3/2025,GORO,Gold Resource Corporation Announces Approximately $11.4 Million Registered Direct Offering
9/3/2025,CJET,"CHIJET MOTOR COMPANY, INC. ANNOUNCES PRICING OF $8.0 MILLION PUBLIC OFFERING"
9/3/2025,NVFY,"Nova LifeStyle, Inc. Announces Pricing of $8.71 Million Best-Efforts Public Offering"
9/3/2025,SSKN,STRATA Skin Sciences Announces Pricing of $2.42 Million Registered Direct Offering of Common Stock Priced At-Market Under Nasdaq Rules
9/2/2025,HLNE,Hamilton Lane Announces Public Offering of Class A Common Stock
9/2/2025,MLYS,Mineralys Therapeutics Announces Proposed Public Offering of Common Stock
9/2/2025,NXTT,Next Technology Holding Inc. Announces $9 Million Registered Direct Offering
8/29/2025,GPUS,"Hyperscale Data Announces ""At-the-Market"" Offering of Common Stock"
8/27/2025,CVM,CEL-SCI Announces Proposed Public Offering
8/26/2025,VENU,Venu Holding Corporation Announces Pricing of $30 Million Public Offering
8/26/2025,NAKA,KindlyMD Announces $5 Billion At-The-Market Equity Offering Program
8/25/2025,FEMY,Femasys Announces Pricing of $8.0 Million Underwritten Public Offering
8/22/2025,ANTE,AIRNET TECHNOLOGY INC. ANNOUNCES US$180.0 MILLION REGISTERED DIRECT OFFERING
8/21/2025,FEAM,5E Advanced Materials Announces Proposed Public Offering
8/20/2025,HBNC,"Horizon Bancorp, Inc. Announces Launch of Common Stock Offering"
8/20/2025,IVVD,Invivyd Announces Proposed Public Offering of Common Stock
8/20/2025,CLDI,Calidi Biotherapeutics Announces Pricing of $6 Million Underwritten Public Offering
8/18/2025,IBIO,iBio Announces Proposed Public Offering
8/15/2025,VMAR,"Vision Marine Technologies, Inc. Announces Pricing of Public Offering"
8/14/2025,UTL,Unitil Announces Common Stock Offering
8/14/2025,SCNX,"Scienture Holdings, Inc. Announces Pricing of $3.9 Million Registered Direct Offering of Common Stock"
8/14/2025,AQST,Aquestive Therapeutics Announces Pricing of $85 Million Underwritten Offering of Common Stock
8/13/2025,BSGM,BioSig Technologies Inc. Announces Proposed Public Offering
8/13/2025,VEEA,Veea Inc. Announces Pricing of Approximately $9.2 Million Public Offering
8/12/2025,LODE,Comstock Inc. Announces Proposed Public Offering of Common Stock
8/12/2025,ACDC,ProFrac Holding Corp. Announces Proposed Public Offering of Class A Common Stock
8/12/2025,TSSI,TSS Inc. Announces Proposed Public Offering of Common Stock
8/12/2025,CRCL,Circle Launches Public Offering
8/12/2025,ONDS,Ondas Holdings Inc. Announces Proposed Public Offering of Common Stock
8/12/2025,CMPX,Compass Therapeutics Announces Proposed Public Offering
8/11/2025,SPXC,SPX Announces Proposed Public Offering of Common Stock
8/11/2025,TZUP,Thumzup Media Corporation Announces Pricing of $50 Million Confidentially Marketed Public Offering at $10 per Share
8/8/2025,OCGN,"Ocugen, Inc. Announces $20 Million Registered Direct Offering of Common Stock and Warrants"
8/8/2025,LGVN,Longeveron Announces Up To $17.5 Million Public Offering
8/7/2025,BORR,Borr Drilling Announces Second and Final Settlement of the Offering of Common Shares
8/7/2025,BLTE,Belite Bio Announces Registered Direct Offering of $15 Million
8/7/2025,SBET,SharpLink Enters into Purchase Agreements with Select Institutional Investors for $200 Million Registered Direct Offering of Common Stock
8/6/2025,SANA,Sana Biotechnology Announces Proposed Public Offering of Common Stock and Pre-Funded Warrants
8/6/2025,CWEN,"Clearway Energy, Inc. Announces $100,000,000 At-The-Market (ATM) Equity Offering Program"
8/5/2025,METC,"RAMACO RESOURCES, INC. ANNOUNCES COMMENCEMENT OF PROPOSED $150 MILLION PUBLIC OFFERING OF CLASS A COMMON STOCK"
8/5/2025,GUTS,Fractyl Health Announces Proposed Public Offering
8/4/2025,AWK,American Water Announces Common Stock Offering with a Forward Component
8/4/2025,VNRX,VolitionRx Announces Pricing of $1.2 Million Registered Direct Offering
8/4/2025,MYNZ,Mainz Biomed Announces Pricing of $3.0 Million Follow-On Offering of Ordinary Shares and Warrants
8/4/2025,PRZO,ParaZero Technologies Ltd. Announces $2.2 Million Registered Direct Offering
7/31/2025,OBIO,Orchestra BioMed Announces Proposed Public Offering
7/31/2025,ICU,SeaStar Medical Announces $4.4 Million Registered Direct Offering Priced At-the-Market Under Nasdaq Rules
7/31/2025,RAYA,Erayak Power Solution Group. Announces $7 Million Registered Direct Offering
7/31/2025,WBUY,WEBUY GLOBAL LTD Announces Pricing of Follow-on Offering
7/30/2025,DUOT,"Duos Technologies Group, Inc. Announces Proposed Public Offering of Common Stock"
7/30/2025,DYAI,"Dyadic International, Inc. Announces Proposed Public Offering of Common Stock"
7/30/2025,PRME,Prime Medicine Announces Proposed Public Offering of Common Stock
7/30/2025,SOS,SOS Limited Announces Pricing of $7.5 Million Registered Direct Offering
7/29/2025,SOFI,"SoFi Technologies, Inc. Announces Public Offering of Common Stock"
7/29/2025,LRMR,Larimar Therapeutics Announces Proposed Underwritten Public Offering
7/29/2025,DFLI,Dragonfly Energy Announces Proposed Public Offering of Common Stock and Pre-Funded Warrants
7/29/2025,AIM,AIM ImmunoTech Announces Pricing of $8.0 Million Public Offering
7/29/2025,MFH,Mercurity Fintech Announces Registered Direct Offering Was Not Consummated
7/28/2025,BKKT,Bakkt Announces Proposed Public Offering
7/28/2025,CANF,Can-Fite Announces Up To $15.0 Million Public Offering
7/28/2025,RDZN,Roadzen Announces Pricing of $2.25 Million Registered Direct Offering of Ordinary Shares
7/25/2025,SIDU,Sidus Space Announces Proposed Public Offering
7/25/2025,RAYA,Erayak Power Solution Group. Announces $3 Million Registered Direct Offering
7/25/2025,OMER,Omeros Corporation Announces Pricing of $22 Million Registered Direct Offering
7/24/2025,ABSI,Absci Announces Proposed Public Offering of Common Stock
7/24/2025,NTST,NETSTREIT Corp. Announces Launch of Public Offering of Common Stock
7/24/2025,GSIW,Garden Stage Limited Announces $4.2 Million Registered Direct Offering
7/24/2025,UCAR,U Power Announces Pricing of $1.4 Million Registered Direct Offering
7/24/2025,DFSC,DEFSEC Technologies Inc. Announces Pricing of CAD$6.8 Million Public Offering
7/23/2025,THAR,Tharimmune Announces Pricing of $1.74 Million Registered Direct Public Offering of Common Stock and Warrants
7/23/2025,ASPI,ASP Isotopes Inc. Announces Pricing of $60 Million Underwritten Registered Direct Offering of Common Stock
7/23/2025,INNO,Innocan Pharma Announces Public Filing of Registration Statement for Proposed U.S. Public Offering
7/23/2025,ABVX,Abivax Announces Launch of Public Offering
7/23/2025,SDOT,Sadot Group Inc. Announces Proposed Public Offering of Common Stock
7/22/2025,PHVS,Pharvaris Announces Proposed Public Offering of Ordinary Shares
7/22/2025,ORIS,Oriental Rise Holdings Limited Announces Pricing of $6.9 Million Public Offering
7/22/2025,PMN,"ProMIS Neurosciences Announces $0.8 Million Registered Direct Offering, Priced At-the-Market Under Nasdaq Rules"
7/22/2025,SFNC,SIMMONS FIRST NATIONAL CORPORATION ANNOUNCES PRICING OF OFFERING OF COMMON STOCK
7/21/2025,BNKK,Safety Shot Announces Pricing of $10.6 Million Registered Direct Offering
7/21/2025,KRMN,Karman Space & Defense Announces Proposed Public Offering of Common Stock
7/21/2025,AIRE,reAlpha Tech Corp. Announces $5 Million Registered Direct Offering Priced At-The-Market Under Nasdaq Rules
7/21/2025,MFH,Mercurity Fintech Holding Inc. Announces Pricing of Registered Direct Offering of $43.70 Million For Crypto Treasury Strategy
7/21/2025,OP,OceanPal Inc. Announces Pricing of Upsized US$18.0 Million Public Offering
7/21/2025,DGXX,Digi Power X Announces $15 Million Registered Direct Offering of Common Stock
7/18/2025,DPRO,Draganfly Announces Pricing of US$25.0 Million Registered Direct Offering
7/18/2025,TGEN,Tecogen Inc. Announces Pricing of Public Offering
7/17/2025,SMSI,Smith Micro Announces Follow-On Offering
7/17/2025,NB,NioCorp Announces Pricing of $45.0 Million Public Offering of Common Shares
7/17/2025,STXS,Stereotaxis Announces $12.5 Million Registered Direct Offering of Common Stock
7/17/2025,MNDR,Mobile-health Network Solutions Launches $300 Million At-the-Market Offering to Drive AI-Powered Healthcare and Pharmacy Delivery Expansion
7/16/2025,GAME,"GameSquare Holdings, Inc. Announces Proposed Public Offering of Common Stock"
7/16/2025,MP,MP Materials Announces Commencement of Proposed $500 Million Public Offering of Common Stock
7/16/2025,BRCC,BRC Inc. Announces Proposed Public Offering of Class A Common Stock
7/16/2025,NCPL,Netcapital Announces Up To $5.9 Million Registered Direct Offering Priced At-The-Market Under Nasdaq Rules
7/16/2025,STKH,Steakholder Foods Ltd. Announces Pricing of $2.5 Million Public Oﬀering
7/16/2025,CTXR,Citius Oncology Announces Pricing of $9.0 Million Public Offering
7/15/2025,LVO,LiveOne (Nasdaq: LVO) Announces Proposed Public Offering of Common Stock
7/15/2025,GANX,Gain Therapeutics Announces Proposed Public Offering
7/15/2025,BCTX,BriaCell Therapeutics Announces Pricing of $15 million Public Offering
7/15/2025,SXTP,60 Degrees Pharmaceuticals Announces Pricing of Up to $10 Million Public Offering
7/15/2025,RANI,"Rani Therapeutics Holdings, Inc. Announces Pricing of $3.0 Million Registered Direct Offering"
7/15/2025,RVYL,RYVYL Announces Pricing of $6.0 Million Public Offering
7/14/2025,NVA,Nova Minerals Limited Announces Pricing of Public Offering
7/14/2025,BTBT,"Bit Digital, Inc. Announces $67.3 Million Registered Direct Offering of its Ordinary Shares"
7/14/2025,LAES,SEALSQ Announces Pricing of $60.0 Million Registered Direct Offering
